Session,matchId,roundId,groupId,clientId,payoff,gameType,role,playOrderPosition,action,actionTime,action-of-Subject-0,action-of-Subject-1,action-of-Subject-2,playOrder.0,playOrder.1,playOrder.2,displayOrder.0,displayOrder.1,displayOrder.2,view.0.playerindex,view.0.actionindex,view.0.duration,view.0.startTime,view.1.playerindex,view.1.actionindex,view.1.duration,view.1.startTime,view.2.playerindex,view.2.actionindex,view.2.duration,view.2.startTime,view.3.playerindex,view.3.actionindex,view.3.duration,view.3.startTime,view.4.playerindex,view.4.actionindex,view.4.duration,view.4.startTime,view.5.playerindex,view.5.actionindex,view.5.duration,view.5.startTime,view.6.playerindex,view.6.actionindex,view.6.duration,view.6.startTime,view.7.playerindex,view.7.actionindex,view.7.duration,view.7.startTime,view.8.playerindex,view.8.actionindex,view.8.duration,view.8.startTime,view.9.playerindex,view.9.actionindex,view.9.duration,view.9.startTime,view.10.playerindex,view.10.actionindex,view.10.duration,view.10.startTime,view.11.playerindex,view.11.actionindex,view.11.duration,view.11.startTime,view.12.playerindex,view.12.actionindex,view.12.duration,view.12.startTime,view.13.playerindex,view.13.actionindex,view.13.duration,view.13.startTime,view.14.playerindex,view.14.actionindex,view.14.duration,view.14.startTime,view.15.playerindex,view.15.actionindex,view.15.duration,view.15.startTime,view.16.playerindex,view.16.actionindex,view.16.duration,view.16.startTime,view.17.playerindex,view.17.actionindex,view.17.duration,view.17.startTime,view.18.playerindex,view.18.actionindex,view.18.duration,view.18.startTime,view.19.playerindex,view.19.actionindex,view.19.duration,view.19.startTime,view.20.playerindex,view.20.actionindex,view.20.duration,view.20.startTime,view.21.playerindex,view.21.actionindex,view.21.duration,view.21.startTime,view.22.playerindex,view.22.actionindex,view.22.duration,view.22.startTime,view.23.playerindex,view.23.actionindex,view.23.duration,view.23.startTime,questionRound.0.question.0.wrongAnswer.0,view.24.playerindex,view.24.actionindex,view.24.duration,view.24.startTime,view.25.playerindex,view.25.actionindex,view.25.duration,view.25.startTime,view.26.playerindex,view.26.actionindex,view.26.duration,view.26.startTime,view.27.playerindex,view.27.actionindex,view.27.duration,view.27.startTime,view.28.playerindex,view.28.actionindex,view.28.duration,view.28.startTime,view.29.playerindex,view.29.actionindex,view.29.duration,view.29.startTime,view.30.playerindex,view.30.actionindex,view.30.duration,view.30.startTime,view.31.playerindex,view.31.actionindex,view.31.duration,view.31.startTime,view.32.playerindex,view.32.actionindex,view.32.duration,view.32.startTime,view.33.playerindex,view.33.actionindex,view.33.duration,view.33.startTime,view.34.playerindex,view.34.actionindex,view.34.duration,view.34.startTime,view.35.playerindex,view.35.actionindex,view.35.duration,view.35.startTime,view.36.playerindex,view.36.actionindex,view.36.duration,view.36.startTime,view.37.playerindex,view.37.actionindex,view.37.duration,view.37.startTime,view.38.playerindex,view.38.actionindex,view.38.duration,view.38.startTime,view.39.playerindex,view.39.actionindex,view.39.duration,view.39.startTime,view.40.playerindex,view.40.actionindex,view.40.duration,view.40.startTime,view.41.playerindex,view.41.actionindex,view.41.duration,view.41.startTime,view.42.playerindex,view.42.actionindex,view.42.duration,view.42.startTime,view.43.playerindex,view.43.actionindex,view.43.duration,view.43.startTime,view.44.playerindex,view.44.actionindex,view.44.duration,view.44.startTime,view.45.playerindex,view.45.actionindex,view.45.duration,view.45.startTime,view.46.playerindex,view.46.actionindex,view.46.duration,view.46.startTime,view.47.playerindex,view.47.actionindex,view.47.duration,view.47.startTime,view.48.playerindex,view.48.actionindex,view.48.duration,view.48.startTime,view.49.playerindex,view.49.actionindex,view.49.duration,view.49.startTime,view.50.playerindex,view.50.actionindex,view.50.duration,view.50.startTime,view.51.playerindex,view.51.actionindex,view.51.duration,view.51.startTime,view.52.playerindex,view.52.actionindex,view.52.duration,view.52.startTime,view.53.playerindex,view.53.actionindex,view.53.duration,view.53.startTime,view.54.playerindex,view.54.actionindex,view.54.duration,view.54.startTime,view.55.playerindex,view.55.actionindex,view.55.duration,view.55.startTime,view.56.playerindex,view.56.actionindex,view.56.duration,view.56.startTime,view.57.playerindex,view.57.actionindex,view.57.duration,view.57.startTime,view.58.playerindex,view.58.actionindex,view.58.duration,view.58.startTime,view.59.playerindex,view.59.actionindex,view.59.duration,view.59.startTime,view.60.playerindex,view.60.actionindex,view.60.duration,view.60.startTime,view.61.playerindex,view.61.actionindex,view.61.duration,view.61.startTime,view.62.playerindex,view.62.actionindex,view.62.duration,view.62.startTime,view.63.playerindex,view.63.actionindex,view.63.duration,view.63.startTime,view.64.playerindex,view.64.actionindex,view.64.duration,view.64.startTime,view.65.playerindex,view.65.actionindex,view.65.duration,view.65.startTime,view.66.playerindex,view.66.actionindex,view.66.duration,view.66.startTime,action-of-Subject-3,playOrder.3,displayOrder.3,view.67.playerindex,view.67.actionindex,view.67.duration,view.67.startTime,view.68.playerindex,view.68.actionindex,view.68.duration,view.68.startTime,view.69.playerindex,view.69.actionindex,view.69.duration,view.69.startTime,view.70.playerindex,view.70.actionindex,view.70.duration,view.70.startTime,view.71.playerindex,view.71.actionindex,view.71.duration,view.71.startTime,view.72.playerindex,view.72.actionindex,view.72.duration,view.72.startTime,view.73.playerindex,view.73.actionindex,view.73.duration,view.73.startTime,view.74.playerindex,view.74.actionindex,view.74.duration,view.74.startTime,view.75.playerindex,view.75.actionindex,view.75.duration,view.75.startTime,view.76.playerindex,view.76.actionindex,view.76.duration,view.76.startTime,view.77.playerindex,view.77.actionindex,view.77.duration,view.77.startTime,view.78.playerindex,view.78.actionindex,view.78.duration,view.78.startTime,view.79.playerindex,view.79.actionindex,view.79.duration,view.79.startTime,view.80.playerindex,view.80.actionindex,view.80.duration,view.80.startTime,view.81.playerindex,view.81.actionindex,view.81.duration,view.81.startTime,view.82.playerindex,view.82.actionindex,view.82.duration,view.82.startTime,view.83.playerindex,view.83.actionindex,view.83.duration,view.83.startTime,view.84.playerindex,view.84.actionindex,view.84.duration,view.84.startTime,view.85.playerindex,view.85.actionindex,view.85.duration,view.85.startTime,view.86.playerindex,view.86.actionindex,view.86.duration,view.86.startTime,view.87.playerindex,view.87.actionindex,view.87.duration,view.87.startTime,view.88.playerindex,view.88.actionindex,view.88.duration,view.88.startTime,view.89.playerindex,view.89.actionindex,view.89.duration,view.89.startTime,questionRound.0.question.0.answer,questionRound.0.question.1.answer,questionRound.0.question.2.answer,questionRound.0.question.3.answer,questionRound.0.question.4.answer,questionRound.0.question.5.answer,questionRound.0.question.6.answer,questionRound.0.question.7.answer,questionRound.0.question.8.answer,questionRound.0.question.9.answer
9,19,0,1,9,30,SIMULTANEOUS,Green,2,0,13323,1,0,1,2,3,1,2,3,1,2,0,266,1622,2,2,125,2106,2,1,172,2605,2,3,359,3042,3,0,219,4477,3,2,156,4930,3,1,219,5366,3,3,297,5803,3,1,172,6973,3,3,109,7348,3,0,140,7738,3,2,156,8096,2,1,156,9735,2,3,390,10156,2,0,140,11014,2,2,187,11357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,19,0,1,10,25,SIMULTANEOUS,Blue,0,0,28798,1,0,1,2,3,1,2,3,1,0,0,140,1545,0,1,141,1825,0,2,125,2184,0,3,156,2449,0,0,110,2917,0,1,140,3167,0,2,156,3417,0,3,156,3697,1,0,156,4977,1,1,156,5242,1,2,141,5569,1,3,187,5835,1,0,125,6209,1,1,125,6474,1,2,125,6739,1,3,140,7036,1,2,187,7348,1,3,125,7691,2,0,141,8502,2,1,94,8845,2,2,156,9157,2,3,172,9547,2,0,125,10218,2,1,125,10499,,2,2,125,10811,2,3,94,11045,3,0,93,11373,3,1,140,11669,3,2,171,11997,3,3,219,12324,3,0,124,12855,3,1,110,13135,3,2,141,13525,3,3,140,13978,3,2,125,14352,3,3,109,14664,3,2,141,14898,3,3,109,15179,3,0,109,15429,3,1,94,15678,3,2,94,15943,3,3,125,16177,3,2,156,16489,3,3,125,16848,3,2,110,17113,3,3,94,17363,3,2,140,17644,3,3,109,18174,3,2,156,18455,3,2,140,20109,2,1,109,21123,2,3,171,21435,2,1,141,21840,2,3,141,22230,2,1,375,22620,2,3,125,23322,2,1,141,23634,1,0,110,24445,1,2,172,24757,1,0,187,25116,1,0,140,25553,0,0,172,26395,0,2,359,26988,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,19,0,2,3,26,SIMULTANEOUS,Red,3,0,6942,1,0,0,2,3,1,2,3,1,3,0,203,3292,3,1,187,3713,3,2,156,4181,3,3,468,4540,3,2,140,5289,3,3,171,5601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,19,0,2,5,14,SIMULTANEOUS,Blue,0,0,10234,1,0,0,2,3,1,2,3,1,1,0,203,3885,1,1,359,4212,1,2,156,4774,1,3,515,5055,1,2,203,5679,1,0,171,5991,1,1,203,6287,1,2,156,6896,0,1,141,8268,0,3,422,8658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,19,0,2,6,30,SIMULTANEOUS,Green,2,0,14290,1,0,0,2,3,1,2,3,1,2,0,109,2746,2,1,125,3089,2,2,109,3526,2,3,265,3853,3,0,156,6880,3,1,171,7270,3,2,156,7769,3,3,686,8128,2,1,265,9594,2,3,499,10047,2,2,218,10733,2,0,234,11154,2,1,187,11622,2,3,312,12059,2,1,717,12621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,19,0,2,11,32,SIMULTANEOUS,Orange,1,1,12792,1,0,0,2,3,1,2,3,1,1,0,125,2948,1,2,172,3291,1,1,125,3697,1,3,203,3962,1,0,172,4399,1,1,78,4789,1,3,1201,5070,1,1,203,6427,1,3,999,8221,1,0,172,9703,1,2,312,9984,1,1,624,10546,1,0,764,11279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,0,0,2,32,SIMULTANEOUS,Blue,2,1,10795,0,1,1,1,3,2,1,3,2,3,0,281,5054,3,1,171,5554,3,2,187,6006,3,3,265,6412,3,1,172,6926,3,0,218,7270,2,0,203,8720,2,2,826,9142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,0,0,3,24,SIMULTANEOUS,Red,3,1,6131,0,1,1,1,3,2,1,3,2,3,0,265,2060,3,1,281,2590,3,3,265,3136,3,2,406,3588,3,3,187,4228,3,1,140,4618,3,0,172,4930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,0,0,6,16,SIMULTANEOUS,Green,0,1,28127,0,1,1,1,3,2,1,3,2,0,0,156,5242,0,1,250,5725,0,2,203,6240,0,3,983,6692,1,0,203,8346,1,1,172,8736,1,2,140,9173,1,3,499,9516,1,0,187,10702,1,2,266,11138,1,1,156,11591,1,3,421,11934,2,0,156,13541,2,1,187,13900,2,2,110,14414,2,3,484,14695,3,0,171,16115,3,1,187,16489,3,2,125,16879,3,3,281,17191,3,0,312,17940,3,2,109,18533,3,3,140,18814,3,0,110,19172,,3,1,484,19500,2,0,156,20717,2,2,936,21044,2,2,125,23400,1,1,156,24211,1,3,484,24570,0,0,156,25802,0,2,468,26177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,0,0,11,20,SIMULTANEOUS,Orange,1,0,4898,0,1,1,1,3,2,1,3,2,1,0,140,2418,1,2,203,2714,1,1,187,3151,1,3,187,3541,1,2,187,3978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,0,1,0,24,SIMULTANEOUS,Red,3,1,4914,0,1,1,1,3,2,1,3,2,3,0,94,2324,3,1,156,2683,3,3,125,3104,3,2,312,3447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,0,1,7,28,SIMULTANEOUS,Orange,1,0,13432,0,1,1,1,3,2,1,3,2,1,0,78,2106,1,1,94,2496,1,3,109,2902,1,2,265,3292,1,1,78,4290,1,0,62,4618,1,2,78,4836,1,3,94,5054,2,0,62,5585,2,1,63,5881,2,3,78,6162,2,2,93,6443,3,0,62,7457,3,1,63,7784,3,3,78,8128,3,2,109,8471,2,0,78,9875,2,2,94,10202,1,1,78,11591,1,3,63,11965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,0,1,9,24,SIMULTANEOUS,Green,0,0,21700,0,1,1,1,3,2,1,3,2,0,0,187,1919,0,2,124,2356,0,1,156,2870,0,3,780,3292,1,0,156,4852,1,2,125,5273,1,1,125,5725,1,3,390,6115,2,0,156,6958,2,2,125,7379,2,1,156,8206,2,3,156,8752,2,3,78,8954,3,0,172,10202,3,2,202,10624,3,1,171,11201,3,3,733,11669,2,0,140,13728,2,2,405,14165,1,1,188,15506,1,3,437,15974,0,0,187,18611,0,2,593,19032,0,1,359,19999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,0,1,10,32,SIMULTANEOUS,Blue,2,1,12012,0,1,1,1,3,2,1,3,2,2,0,172,2168,2,1,140,2496,2,2,140,2839,2,3,156,3089,2,0,109,3947,2,1,172,4243,2,2,140,4602,2,3,156,4867,3,0,202,5273,3,1,141,5631,3,2,156,5975,3,3,171,6318,3,0,156,6755,3,1,156,7082,3,2,141,7425,3,3,109,7706,3,0,156,7940,3,1,125,8283,3,0,109,9625,2,0,140,10140,2,2,156,10530,2,0,187,10920,2,2,140,11279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,0,2,1,30,SIMULTANEOUS,Green,0,1,43493,0,0,1,1,3,2,1,3,2,0,0,249,2075,0,1,234,2621,0,3,203,3198,0,2,1388,3869,1,0,249,8190,1,1,203,8720,1,2,1014,9266,1,3,796,10467,1,0,156,11575,1,1,203,11918,1,2,141,12386,1,3,484,12729,2,0,281,15927,2,1,281,16520,2,2,249,17082,2,3,656,17565,3,0,265,21200,3,1,234,21715,3,3,187,22261,3,2,312,22729,3,0,125,23275,2,0,234,25194,2,2,562,25677,2,0,202,34445,,2,1,172,34897,2,3,187,35318,2,2,328,35786,2,0,124,36473,2,1,141,36800,2,3,141,37221,2,2,218,37627,2,0,78,38126,2,1,156,38625,1,0,172,40076,1,2,624,40451,0,1,140,41683,0,3,343,42042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,0,2,4,18,SIMULTANEOUS,Red,3,0,6506,0,0,1,1,3,2,1,3,2,3,0,109,1155,3,1,94,1529,3,2,94,1919,3,3,94,2262,3,0,93,2871,3,1,93,3183,3,2,78,3542,3,3,109,3838,3,0,78,4228,3,1,94,4462,3,2,78,4821,3,3,94,5039,3,0,78,5492,3,1,78,5710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,0,2,5,32,SIMULTANEOUS,Blue,2,1,14180,0,0,1,1,3,2,1,3,2,3,0,531,6489,3,1,281,7550,3,0,218,7956,3,2,172,9157,3,3,359,9500,2,0,203,12152,2,2,530,12527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,0,2,8,20,SIMULTANEOUS,Orange,1,0,25288,0,0,1,1,3,2,1,3,2,1,0,421,5429,1,1,281,6131,1,3,344,6864,1,2,405,7473,1,3,218,8097,1,2,249,8534,1,1,219,9017,1,0,343,9485,1,1,296,10016,1,0,1139,10546,1,1,343,11888,1,3,312,12496,1,2,1186,13042,1,0,234,14384,1,1,1076,14758,1,3,296,15928,1,2,265,16443,1,3,187,17457,1,2,140,17925,1,0,468,18237,1,1,499,18986,1,1,78,21326,1,3,312,21778,1,2,499,22511,,1,3,156,23120,1,2,468,23541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,21,0,0,1,22,SIMULTANEOUS,Green,2,1,14289,1,0,1,2,0,1,2,0,1,2,0,203,2137,2,1,187,2621,2,2,218,3151,2,3,265,3619,3,0,188,9063,3,1,203,9516,3,2,218,10015,3,3,328,10467,3,0,109,11123,3,1,249,11435,2,0,94,12464,2,2,156,12807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,21,0,0,4,34,SIMULTANEOUS,Red,1,1,12558,1,0,1,2,0,1,2,0,1,3,0,109,2169,3,1,93,2481,3,2,94,2808,3,3,94,3089,3,0,110,3510,3,1,110,3822,3,0,110,4212,2,0,93,5024,2,2,94,5351,2,1,78,5663,2,3,78,5897,2,0,78,6350,2,2,125,6630,2,0,94,7036,2,2,94,7379,2,0,125,7785,2,0,94,8424,1,0,78,9080,1,1,62,9298,1,3,94,9563,1,2,62,9844,1,0,93,10437,1,0,93,11264,1,2,109,11685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
